fips,cases,deaths,popdense,population,ageab65,pctpov,pctmale,pctwhite,pctblack,pctindian,pctasian,pcthispanic,pct_highschool_or_less,pct_Adults_with_Diabetes,pct_Adults_with_Obesity,infection_rate_10k,fatality_rate_10k,Infection_rate_clusters,Fatality_rate_clusters
35017,18,0,2.6654508,27346,0.277334894,21.8,49.10407372,45.589849,0.71308417,0.93980841,0.77525051,50.71674,38.96716022,9,27,6.582315512,0,Low,Low
35019,20,0,0.55319995,4341,0.195807418,14.5,56.96844045,15.917991,1.520387,1.4282423,1.0366275,79.244411,64.81257629,12,35,46.07233356,0,Medium,Low
35021,1,0,0.11898354,655,0.377099237,18.3,51.14503817,53.587788,0.30534351,0.15267176,0,45.496184,41.12675953,8,25,15.26717557,0,Medium,Low
35023,49,0,0.4761028,4240,0.223584906,28.1,49.55188679,39.221698,1.014151,0.47169812,0.49528303,57.735848,52.84416008,9,25,115.5660377,0,High,Low
35025,132,0,6.1202669,69611,0.114177357,16.6,51.38268377,34.995905,3.3873957,0.77861259,0.5214693,59.362745,57.24039841,11,33,18.96252029,0,Medium,Low
35027,11,0,1.5629133,19556,0.287226427,16.2,48.81366333,61.05032,0.58805482,2.9658416,0.56248722,33.769688,40.39247799,12,23,5.624872162,0,Low,Low
35028,8,0,67.53598,19101,0.178524685,5.3,50.80885817,71.430814,1.3978326,0.82194647,6.3504532,18.229412,11.19909549,6,23,4.188262395,0,Low,Low
35029,79,3,3.1202047,23963,0.210825022,30.2,50.26499186,28.936276,0.95563997,0.58423402,0.85548554,67.625087,64.61678314,11,33,32.96749155,379.7468354,Medium,Medium
35031,3375,168,5.1207061,72290,0.124069719,36,48.3829022,8.4396183,0.46756123,73.896807,0.95863882,14.412782,57.12992859,17,39,466.8695532,497.7777778,High,High
35035,895,6,3.8992887,66781,0.171815337,21.2,51.70632365,48.370045,3.3287913,6.0106918,1.310253,38.719097,43.84910202,10,31,134.0201554,67.03910615,High,Medium
35037,6,1,1.1087773,8253,0.254574094,22.1,48.81861141,49.024597,1.5509511,1.0178117,1.0178117,45.910579,53.75927162,8,30,7.270083606,1666.666667,Low,High
35041,59,1,2.958529,18743,0.142559889,25.6,50.01867364,51.101744,2.0754416,1.0403885,1.1844422,42.906684,48.05326843,8,29,31.47841861,169.4915254,Medium,Medium
35043,728,29,15.108425,145179,0.177408578,14.3,49.00433258,43.110919,2.0271527,12.165672,1.3851865,39.370018,35.55703068,7,25,50.14499342,398.3516484,Medium,Medium
