fips,cases,deaths,popdense,population,ageab65,pctpov,pctmale,pctwhite,pctblack,pctindian,pctasian,pcthispanic,pct_highschool_or_less,pct_Adults_with_Diabetes,pct_Adults_with_Obesity,infection_rate_10k,fatality_rate_10k,Infection_rate_clusters,Fatality_rate_clusters
20195,292,3,1.212383,2793,0.264948084,7.6,50.7697816,94.593626,0.75187972,0.35803795,0.46544932,2.3988543,37.8809185,12,36,1045.47082,102.739726,High,Medium
20197,442,7,3.3533905,6899,0.200173938,5.7,51.12335121,91.621977,0.68125813,0.73923757,0.27540224,4.3339614,39.500422,10,33,640.6725612,158.3710407,Medium,Medium
20201,436,8,2.3388097,5420,0.239483395,13,51.05166052,93.726939,0.55350554,0.18450185,0.68265684,3.5793357,49.13144779,7,33,804.4280443,183.4862385,Medium,Medium
20205,662,7,5.8651037,8665,0.213964224,14.4,49.49798038,91.656089,0.56549339,1.3040969,0.49624927,3.4045007,45.43938446,19,40,763.9930756,105.7401813,Medium,Medium
20207,114,0,2.4686966,3183,0.242852655,22,50.29846057,92.836946,0.56550424,1.2252592,0.094250706,3.0474395,44.49740124,10,38,358.1526861,0,Low,Low
20209,15576,198,420.94492,165324,0.122674264,20.1,49.61288137,40.534949,21.903656,0.4367182,5.1238779,29.319397,53.22376823,13,40,942.1499601,127.1186441,High,Medium
21001,1294,45,18.305386,19215,0.185844392,21.6,49.48217538,93.166798,2.8935727,0.24460058,0.37991153,2.0140516,59.47420311,18,41,673.4322144,347.7588872,Medium,High
21003,1167,18,23.68367,21122,0.176356406,19.1,49.45554398,94.792157,1.1551936,0.2793296,0.2698608,2.2062305,56.39869499,12,38,552.5044977,154.2416452,Medium,Medium
21005,971,2,43.291958,22663,0.157613732,13.9,49.00939858,93.778408,2.056215,0.18091162,0.55597229,1.8047037,46.69789886,15,37,428.4516613,20.59732235,Low,Low
21007,233,2,12.479132,7979,0.209299411,17,49.84333876,92.292267,3.3588167,0.22559217,0.45118434,1.4162175,49.21763992,16,36,292.0165434,85.83690987,Low,Low
21009,2563,35,34.981556,44176,0.176973922,23.9,48.33620065,90.060216,4.0587649,0.18109381,0.87377764,3.2891162,59.01178551,12,34,580.1792829,136.5587202,Medium,Medium
21011,505,8,17.149035,12383,0.16797222,21,49.34991521,94.831622,1.3809254,0.16151175,0.41185496,1.7120246,64.2874527,12,42,407.8171687,158.4158416,Low,Medium
21013,1787,26,28.569849,26569,0.192141217,37.1,49.01953404,94.023108,2.4238775,0.21829952,0.36508713,1.2194663,68.8405056,23,37,672.5883548,145.4952434,Medium,Medium
21015,7800,43,206.20549,131533,0.135357667,7.1,49.54194005,87.518722,3.4234755,0.1277246,2.5674166,4.3350339,34.34762907,11,36,593.0070781,55.12820513,Medium,Low
21017,1000,1,26.896244,20184,0.189011098,17.7,48.74157749,84.67598,5.7669442,0.20808561,0.41617122,7.0699565,51.67140579,11,30,495.4419342,10,Medium,Low
21019,3003,31,114.09137,47240,0.19519475,19.1,49.76714649,93.122351,2.8005928,0.254022,0.53344625,1.8882303,45.65070724,15,41,635.6900931,103.2301032,Medium,Medium
21021,2162,2,64.439629,30100,0.191262458,14.4,49.81063123,85.401994,7.7242523,0.1960133,1.0265781,3.4950167,46.38969517,15,29,718.2724252,9.250693802,Medium,Low
21023,275,3,15.692331,8239,0.166282316,19.1,50.11530526,95.715499,0.64328196,0.2427479,0.097099162,1.8691588,60.63569736,10,32,333.7783712,109.0909091,Low,Medium
21025,597,3,9.9784164,12726,0.172324375,35.5,50.02357379,96.283197,0.58148671,0.14144272,0.58934465,1.1629734,61.14912605,20,38,469.1183404,50.25125628,Low,Low
21027,658,5,13.81497,20388,0.19329998,17.5,50.26976653,94.065136,2.0502256,0.37767314,0.35805376,1.7068865,60.88256359,13,25,322.738866,75.98784195,Low,Low
21029,4134,30,105.37929,81069,0.156064587,10.6,49.71320727,94.265378,1.1792424,0.31454687,0.59578875,2.0982126,53.14238739,17,35,509.9359805,72.56894049,Medium,Low
21031,814,16,11.573328,12772,0.187911055,19.4,50.21139994,94.472283,0.5402443,0.1722518,0.23488882,3.4528658,63.26621246,13,31,637.331663,196.5601966,Medium,Medium
